brand,category_code,event_type
elenberg,construction.tools.generator,purchase
elenberg,construction.tools.generator,view
elenberg,electronics.tablet,cart
elenberg,electronics.tablet,view
elenberg,electronics.video.tv,cart
elenberg,electronics.video.tv,purchase
elenberg,electronics.video.tv,view
elica,appliances.kitchen.hood,cart
elica,appliances.kitchen.hood,purchase
elica,appliances.kitchen.hood,view
elikor,appliances.kitchen.hood,cart
elikor,appliances.kitchen.hood,purchase
elikor,appliances.kitchen.hood,view
elitebohemia,furniture.universal.light,view
elitech,construction.tools.drill,view
elitech,construction.tools.welding,cart
elitech,construction.tools.welding,view
elleci,construction.components.faucet,view
elna,appliances.sewing_machine,cart
elna,appliances.sewing_machine,purchase
elna,appliances.sewing_machine,view
eltempo,apparel.shoes,cart
eltempo,apparel.shoes,purchase
eltempo,apparel.shoes,view
eltreco,sport.bicycle,view
elvin,appliances.environment.air_heater,cart
elvin,appliances.environment.air_heater,purchase
elvin,appliances.environment.air_heater,view
embawood,furniture.bedroom.bed,view
embawood,furniture.living_room.sofa,view
emer,furniture.kitchen.table,cart
emer,furniture.kitchen.table,purchase
emer,furniture.kitchen.table,view
emily,furniture.living_room.chair,view
enchantimals,kids.skates,view
energolux,construction.tools.welding,cart
energolux,construction.tools.welding,purchase
energolux,construction.tools.welding,view
energy,appliances.kitchen.grill,view
energysistem,electronics.audio.acoustic,cart
energysistem,electronics.audio.acoustic,purchase
energysistem,electronics.audio.acoustic,view
enermax,computers.components.cooler,cart
enermax,computers.components.cooler,view
enermax,computers.components.power_supply,cart
enermax,computers.components.power_supply,view
engy,appliances.environment.air_heater,cart
engy,appliances.environment.air_heater,view
enkor,construction.tools.drill,cart
enkor,construction.tools.drill,view
enkor,construction.tools.saw,view
enkor,construction.tools.welding,cart
enkor,construction.tools.welding,view
enya,electronics.audio.acoustic,view
epicgear,computers.peripherals.mouse,view
epiphone,electronics.audio.acoustic,view
epson,computers.peripherals.printer,cart
epson,computers.peripherals.printer,purchase
epson,computers.peripherals.printer,view
epson,electronics.video.projector,cart
epson,electronics.video.projector,purchase
epson,electronics.video.projector,view
epson,stationery.cartrige,cart
epson,stationery.cartrige,purchase
epson,stationery.cartrige,view
ergo,apparel.shoes,cart
ergo,apparel.shoes,purchase
ergo,apparel.shoes,view
ergo,electronics.audio.headphone,cart
ergo,electronics.audio.headphone,purchase
ergo,electronics.audio.headphone,view
ergo,electronics.telephone,cart
ergo,electronics.telephone,purchase
ergo,electronics.telephone,view
ergo,electronics.video.tv,cart
ergo,electronics.video.tv,purchase
ergo,electronics.video.tv,view
erisson,auto.accessories.parktronic,cart
erisson,auto.accessories.parktronic,purchase
erisson,auto.accessories.parktronic,view
ermila,appliances.personal.hair_cutter,view
ersport,apparel.shoes,cart
ersport,apparel.shoes,purchase
ersport,apparel.shoes,view
ersport,furniture.kitchen.table,cart
ersport,furniture.kitchen.table,purchase
ersport,furniture.kitchen.table,view
esab,construction.tools.welding,cart
esab,construction.tools.welding,view
escada,construction.tools.light,cart
escada,construction.tools.light,purchase
escada,construction.tools.light,view
escan,apparel.shoes,cart
escan,apparel.shoes,purchase
escan,apparel.shoes,view
escan,apparel.shoes.keds,cart
escan,apparel.shoes.keds,purchase
escan,apparel.shoes.keds,view
esko,construction.components.faucet,cart
esko,construction.components.faucet,view
espiro,kids.carriage,view
estap,furniture.bathroom.bath,cart
estap,furniture.bathroom.bath,purchase
estap,furniture.bathroom.bath,view
estomoda,apparel.shoes.keds,view
etalon,appliances.environment.air_heater,cart
etalon,appliances.environment.air_heater,purchase
etalon,appliances.environment.air_heater,view
etalon,appliances.environment.water_heater,view
etaltech,construction.tools.generator,view
etor,apparel.shoes,cart
etor,apparel.shoes,purchase
etor,apparel.shoes,view
etor,apparel.shoes.keds,cart
etor,apparel.shoes.keds,purchase
etor,apparel.shoes.keds,view
etor,apparel.shoes.moccasins,cart
etor,apparel.shoes.moccasins,purchase
etor,apparel.shoes.moccasins,view
eurogold,appliances.ironing_board,cart
eurogold,appliances.ironing_board,purchase
eurogold,appliances.ironing_board,view
eurolight,construction.tools.light,cart
eurolight,construction.tools.light,purchase
eurolight,construction.tools.light,view
eurolux,construction.tools.generator,cart
eurolux,construction.tools.generator,purchase
eurolux,construction.tools.generator,view
eurolux,construction.tools.saw,cart
eurolux,construction.tools.saw,purchase
eurolux,construction.tools.saw,view
eurolux,construction.tools.welding,cart
eurolux,construction.tools.welding,purchase
eurolux,construction.tools.welding,view
europrint,stationery.cartrige,cart
europrint,stationery.cartrige,purchase
europrint,stationery.cartrige,view
eurostek,appliances.iron,cart
eurostek,appliances.iron,view
evenflo,kids.carriage,cart
evenflo,kids.carriage,view
everflo,furniture.bedroom.bed,view
everlast,apparel.glove,cart
everlast,apparel.glove,view
everlast,sport.trainer,cart
everlast,sport.trainer,view
evga,computers.components.power_supply,cart
evga,computers.components.power_supply,view
evga,computers.components.videocards,cart
evga,computers.components.videocards,purchase
evga,computers.components.videocards,view
evgo,appliances.kitchen.washer,cart
evgo,appliances.kitchen.washer,purchase
evgo,appliances.kitchen.washer,view
evo,sport.trainer,view
evrika,computers.desktop,view
evrodetal,sport.snowboard,cart
evrodetal,sport.snowboard,view
ewt,appliances.environment.air_heater,cart
ewt,appliances.environment.air_heater,purchase
ewt,appliances.environment.air_heater,view
exost,kids.toys,view
ezetil,accessories.bag,cart
ezetil,accessories.bag,purchase
ezetil,accessories.bag,view
ezetil,appliances.kitchen.refrigerators,cart
ezetil,appliances.kitchen.refrigerators,purchase
ezetil,appliances.kitchen.refrigerators,view
faans,furniture.bathroom.toilet,cart
faans,furniture.bathroom.toilet,view
faber,appliances.kitchen.hood,cart
faber,appliances.kitchen.hood,view
fabretti,accessories.bag,purchase
fabretti,accessories.bag,view
fabretti,accessories.umbrella,cart
fabretti,accessories.umbrella,purchase
fabretti,accessories.umbrella,view
fabretti,apparel.glove,cart
fabretti,apparel.glove,purchase
fabretti,apparel.glove,view
fabretti,apparel.scarf,cart
fabretti,apparel.scarf,purchase
fabretti,apparel.scarf,view
fabrikakarteks,accessories.bag,view
face,apparel.shoes.keds,view
fagor,appliances.kitchen.dishwasher,view
fagor,appliances.kitchen.hob,cart
fagor,appliances.kitchen.hob,purchase
fagor,appliances.kitchen.hob,view
fagor,appliances.kitchen.hood,view
fagor,appliances.kitchen.oven,view
fais,appliances.environment.water_heater,view
falmec,appliances.kitchen.hood,cart
falmec,appliances.kitchen.hood,purchase
falmec,appliances.kitchen.hood,view
fame,electronics.audio.microphone,view
family,appliances.sewing_machine,cart
family,appliances.sewing_machine,purchase
family,appliances.sewing_machine,view
fancy,kids.toys,cart
fancy,kids.toys,purchase
fancy,kids.toys,view
fant-mebel,furniture.living_room.cabinet,cart
fant-mebel,furniture.living_room.cabinet,purchase
fant-mebel,furniture.living_room.cabinet,view
fantasia,appliances.environment.air_conditioner,cart
fantasia,appliances.environment.air_conditioner,purchase
fantasia,appliances.environment.air_conditioner,view
farcar,auto.accessories.player,cart
farcar,auto.accessories.player,view
fassen,apparel.shoes,cart
fassen,apparel.shoes,purchase
fassen,apparel.shoes,view
fassen,apparel.shoes.keds,cart
fassen,apparel.shoes.keds,purchase
fassen,apparel.shoes.keds,view
feile,kids.skates,view
felisatti,appliances.environment.vacuum,view
felisatti,construction.tools.drill,view
fender,electronics.audio.acoustic,cart
fender,electronics.audio.acoustic,purchase
fender,electronics.audio.acoustic,view
fender,electronics.audio.headphone,cart
fender,electronics.audio.headphone,purchase
fender,electronics.audio.headphone,view
fengnix,furniture.kitchen.table,cart
fengnix,furniture.kitchen.table,purchase
fengnix,furniture.kitchen.table,view
fenix,sport.bicycle,view
ferrari,furniture.living_room.chair,cart
ferrari,furniture.living_room.chair,purchase
ferrari,furniture.living_room.chair,view
ferrari,kids.skates,view
ferre,appliances.kitchen.oven,cart
ferre,appliances.kitchen.oven,purchase
ferre,appliances.kitchen.oven,view
festina,electronics.clocks,cart
festina,electronics.clocks,purchase
festina,electronics.clocks,view
festool,construction.tools.drill,cart
festool,construction.tools.drill,purchase
festool,construction.tools.drill,view
festool,construction.tools.saw,cart
festool,construction.tools.saw,purchase
festool,construction.tools.saw,view
fiio,electronics.audio.headphone,cart
fiio,electronics.audio.headphone,purchase
fiio,electronics.audio.headphone,view
fila,apparel.shirt,cart
fila,apparel.shirt,purchase
fila,apparel.shirt,view
fila,apparel.shoes.keds,cart
fila,apparel.shoes.keds,purchase
fila,apparel.shoes.keds,view
fila,apparel.tshirt,cart
fila,apparel.tshirt,purchase
fila,apparel.tshirt,view
firman,appliances.environment.air_heater,cart
firman,appliances.environment.air_heater,purchase
firman,appliances.environment.air_heater,view
firman,construction.tools.generator,cart
firman,construction.tools.generator,purchase
firman,construction.tools.generator,view
firman,construction.tools.pump,view
first,appliances.iron,cart
first,appliances.iron,purchase
first,appliances.iron,view
first,appliances.kitchen.blender,cart
first,appliances.kitchen.blender,purchase
first,appliances.kitchen.blender,view
first,appliances.kitchen.coffee_grinder,view
first,appliances.kitchen.coffee_machine,cart
first,appliances.kitchen.coffee_machine,purchase
first,appliances.kitchen.coffee_machine,view
first,appliances.kitchen.grill,cart
first,appliances.kitchen.grill,view
first,appliances.kitchen.kettle,cart
first,appliances.kitchen.kettle,purchase
first,appliances.kitchen.kettle,view
first,appliances.kitchen.meat_grinder,cart
first,appliances.kitchen.meat_grinder,purchase
first,appliances.kitchen.meat_grinder,view
first,appliances.kitchen.mixer,cart
first,appliances.kitchen.mixer,purchase
first,appliances.kitchen.mixer,view
first,appliances.personal.hair_cutter,cart
first,appliances.personal.hair_cutter,view
first,appliances.personal.scales,cart
first,appliances.personal.scales,purchase
first,appliances.personal.scales,view
fischer,apparel.shoes,view
fischer,sport.ski,cart
fischer,sport.ski,purchase
fischer,sport.ski,view
fisher-price,kids.dolls,view
fisher-price,kids.toys,cart
fisher-price,kids.toys,purchase
fisher-price,kids.toys,view
fisherman,accessories.bag,cart
fisherman,accessories.bag,purchase
fisherman,accessories.bag,view
fisherprice,kids.swing,purchase
fisherprice,kids.swing,view
fisherprice,kids.toys,view
fissman,appliances.kitchen.kettle,cart
fissman,appliances.kitchen.kettle,purchase
fissman,appliances.kitchen.kettle,view
fit,construction.tools.pump,view
fit,construction.tools.saw,view
fit-rx,appliances.kitchen.toster,view
fitbit,electronics.clocks,cart
fitbit,electronics.clocks,purchase
fitbit,electronics.clocks,view
fitchbaby,kids.swing,cart
fitchbaby,kids.swing,view
fitlux,sport.trainer,cart
fitlux,sport.trainer,purchase
fitlux,sport.trainer,view
fitnex,sport.trainer,view
fitrider,kids.skates,view
five,apparel.glove,view
flama,appliances.kitchen.hob,cart
flama,appliances.kitchen.hob,purchase
flama,appliances.kitchen.hob,view
flambeau,accessories.bag,cart
flambeau,accessories.bag,purchase
flambeau,accessories.bag,view
flashpoint,auto.accessories.parktronic,cart
flashpoint,auto.accessories.parktronic,purchase
flashpoint,auto.accessories.parktronic,view
flavia,appliances.kitchen.dishwasher,cart
flavia,appliances.kitchen.dishwasher,purchase
flavia,appliances.kitchen.dishwasher,view
fli,electronics.audio.subwoofer,cart
fli,electronics.audio.subwoofer,purchase
fli,electronics.audio.subwoofer,view
flight,electronics.audio.acoustic,cart
flight,electronics.audio.acoustic,purchase
flight,electronics.audio.acoustic,view
florentina,construction.components.faucet,cart
florentina,construction.components.faucet,purchase
florentina,construction.components.faucet,view
fly,apparel.shoes,cart
fly,apparel.shoes,purchase
fly,apparel.shoes,view
fly,apparel.shoes.keds,cart
fly,apparel.shoes.keds,purchase
fly,apparel.shoes.keds,view
fly,electronics.audio.acoustic,view
fly,electronics.audio.headphone,view
fly,electronics.smartphone,cart
fly,electronics.smartphone,purchase
fly,electronics.smartphone,view
fly,electronics.telephone,cart
fly,electronics.telephone,purchase
fly,electronics.telephone,view
fly,furniture.kitchen.chair,cart
fly,furniture.kitchen.chair,purchase
fly,furniture.kitchen.chair,view
fly,sport.tennis,cart
fly,sport.tennis,purchase
fly,sport.tennis,view
focal,electronics.audio.subwoofer,cart
focal,electronics.audio.subwoofer,purchase
focal,electronics.audio.subwoofer,view
force,construction.tools.drill,view
force,electronics.audio.microphone,view
forminabanyo,furniture.bathroom.bath,view
fornelli,appliances.kitchen.dishwasher,cart
fornelli,appliances.kitchen.dishwasher,purchase
fornelli,appliances.kitchen.dishwasher,view
fornelli,appliances.kitchen.hob,cart
fornelli,appliances.kitchen.hob,purchase
fornelli,appliances.kitchen.hob,view
fornelli,appliances.kitchen.microwave,cart
fornelli,appliances.kitchen.microwave,purchase
fornelli,appliances.kitchen.microwave,view
fornelli,appliances.kitchen.oven,cart
fornelli,appliances.kitchen.oven,purchase
fornelli,appliances.kitchen.oven,view
fornite,kids.toys,view
forward,kids.skates,view
forward,sport.bicycle,cart
forward,sport.bicycle,purchase
forward,sport.bicycle,view
forza,appliances.environment.air_heater,cart
forza,appliances.environment.air_heater,purchase
forza,appliances.environment.air_heater,view
forza,construction.tools.generator,cart
forza,construction.tools.generator,view
forza,construction.tools.pump,cart
forza,construction.tools.pump,view
forza,construction.tools.welding,cart
forza,construction.tools.welding,purchase
forza,construction.tools.welding,view
fossil,electronics.clocks,cart
fossil,electronics.clocks,purchase
fossil,electronics.clocks,view
fostex,electronics.audio.acoustic,view
fostex,electronics.audio.headphone,view
foxconn,computers.components.motherboard,cart
foxconn,computers.components.motherboard,purchase
foxconn,computers.components.motherboard,view
fracescodonni,apparel.shoes,cart
